Mobile,Review
"Mobile    [UMIDIGI A7 Pro Unlocked Cell Phones(4GB+128GB...
Name: 5, dtype: object","['Bought this for my mom. Colour is beatiful and it is metal housing not plastic. It feels very nice and looks fantastic. It came with a case and screen protector which I have never seen with any other phone. Supports dual sim cards which is great to have for traveling. Main and front cameras are very clear. Honestly, this phone is as good as my other brand name phone which I paid over $1000 for. I loaded a bunch of apps into it and so far it is working fine. Now i think back and I wish that I had bought the 128 GB version since the price diffrence is not much. 64GB is more than enough for my mom and I can add an SD card later if needed. I hope this last a few years.']"
"Mobile    [UMIDIGI A7 Pro Unlocked Cell Phones(4GB+128GB...
Name: 5, dtype: object","['Here I am rewriting my review after the last update which corrected some errors that were present. This is very positive if you find a producer that works hard to improve his product. The camera has become more professional especially, with the addition of panorama mode, the colors are true. The processor is sturdier. ROM 128 GB, large business memory. Many amazing futures you can discover by your self after trying it out،. I believe there is a great team behind all of this .']"
"Mobile    [UMIDIGI A7 Pro Unlocked Cell Phones(4GB+128GB...
Name: 5, dtype: object","[""1. Screen\nQuite roomy. Minimal notch. Very bright. 60% brightness is good enough. (and saves battery)\n\n2. Battery Life\n2 full days with light usage. Quite satisfied\n\n3. Camera\nQuad cameras including wide-angle and Tele-photo lenses. When compared to iPhone 11, the picture quality is quite good. Video quality is okay. (jitters a little. iPhone's image stabilization is better)\n\n4. Fingerprint sensor\nQuite snappy. Better than FaceID amidst of Covid19\n\n5. Triple Sim tray\nYou get 2x physical Sim cards + an extra slot for Micro SD. (3 slots in total)\nMuch better than eSim + pSim combination, or 1x Sim + Sim-or-MicroSD tray.\n\nAlso comes with a bumper case + screen protector. No need to buy an extra set of accessories!\nOverall, excellent budget phone that exceeds expectations.""]"
"Mobile    [Nokia 1.3 Fully Unlocked Smartphone with 5.7""...
Name: 6, dtype: object","[""Despite being quite a good phone for a budget it fails in giving you horrible experience with apps that are too advanced no worries about it since most social apps and basic functions of a phone work nicely but don't try hard gaming on it mine kept kicking me out due to the protection on the phone. It will kick you out of your music for no reason tried Pandora, Google Music, SoundCloud, Spotify and Amazon Music just be careful on pressing the power button after you closed your phone or accidentally making the RAM overload.\n\nOtherwise than that it's perfect for only social means and basic gaming. No problems with the phone it's just a hardware problem on the RAM.""]"
"Mobile    [Nokia 1.3 Fully Unlocked Smartphone with 5.7""...
Name: 6, dtype: object","['Very disappointing!\nWhen I brought this as a backup phone, at least I expect it can handle simple tasks like browsing the web, FaceTime, and chat via message. Well, this phone can’t do anything. The screen froze every time I received a phone call or close an app. Very disappointing.']"
"Mobile    [Nokia 1.3 Fully Unlocked Smartphone with 5.7""...
Name: 6, dtype: object",['It just a waste of money. The phone hanged easy and even is that easy to open your phone when it is locked. Like you you will have to fight and open the phone before it is open.']
"Mobile    [Nokia 1.3 Fully Unlocked Smartphone with 5.7""...
Name: 6, dtype: object","[""It is extremely hard, very hard to remove the back to remove the battery, do it patiently otherwise you will end up crazy. I thought he was wearing headphones because of what he says in the picture, and it turns out that he doesn't.""]"
"Mobile    [Nokia 1.3 Fully Unlocked Smartphone with 5.7""...
Name: 6, dtype: object","[""i cannot open the cover\nit is so tight and my nails all cut off\ni can't open and put the battery in""]"
"Mobile    [Nokia 1.3 Fully Unlocked Smartphone with 5.7""...
Name: 6, dtype: object",['Waste of money.']
"Mobile    [Nokia 1.3 Fully Unlocked Smartphone with 5.7""...
Name: 6, dtype: object",['If it had at least 3 gb of ram it would be great. Good for basic call and text.']
"Mobile    [Nokia 1.3 Fully Unlocked Smartphone with 5.7""...
Name: 6, dtype: object","['So nice and good and i use for gift for relatives or friends, thanks Amazon...']"
"Mobile    [Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67...
Name: 7, dtype: object","['Affordable smarthphone with premium features, this is the model you want for sure!\n\nPROS\nIf you don\'t know the features of this phone, you can do a quick search on the Internet. It\'s the successor to the Redmi Note 8 pro, and it\'s even better smartphone. It has more battery, faster charge 30W, better processor, sideprint reader. Like the previous version, it has an NFC chip, which is an advantage over other models such as the Xiaomi 9S in a phone with similar features and price. It is also a phone that has been on the market for only 2 or 3 months, therefore, it uses the latest technology.\n\nThe phone comes with a printed multi-language manual (English-Spanish included and many others).\n\nTransparent dark-rubber case included.\n\nDual sim and Micro Sd tray that you can use at the same time. In the previous version (note 8 pro) one of the sim use the space of the micro sd or vice versa.\n\nCONS\nThe only thing is the European charger. It\'s fully functional in the USA but the adapter that the seller includes for free is needed. If you don\'t want to use an adapter, you will have to buy a 30w USB-c charger.\n\nGENERAL INFORMATION FOR NORTHAMERICA\nIt works great with metro by t-mobile or GMS carriers. But remember, only the GLOBAL VERSION with model number M2003J6B2G works well in the USA. NON-GLOBAL or ""International non-global version"" such as CN version for China or India markets, will give you many problems to use them with LTE 4G in the USA.\n\nMY SHOPPING EXPERIENCE\nMy Xiaomi Note 9 Pro 128gb/6gb (Interestellar Gray) Global Version was sold by Mobiles International LLC through Amazon. There are many sellers, but I can assure that they sent me the Global Model perfectly closed in the original sealed box. I live in NC and this GLOBAL VERSION connects by LTE 4G to very good speed and full network signal. Of course, I can call or send sms too without any problem.\n\nThe phone arrived 2 days before the indicated date, perfectly wrapped with original sealed box.\n\nIMPORTANT ABOUT CONFIGURATION\nI didn\'t have to reconfigure APN or anything on the phone but it\'s very important to perform the following step with your carrier:\n\nYou need to assign this new smartphone to your SIM card. For that, I called to my carrier metropcs at 611 number or Customer Service 1-888-8metro8 (863-8768). After verified my user profile, they assigned the IMEI parameters of this phone to my SIM card / phone number (You can see the IMEI number on a label attached to the phone). In only 5 minutes I was using the internet at LTE 4G speed without any problem. Again, If you don\'t asign the IMEI with your carrier on your account, the phone doesn\'t find signal. This is not a phone problem, this is a necessary carrier configuration with every phone you want to asign to your phone number or SIM card.\n\nAnd that\'s all. I have been using the smartphone for several days and I am very happy with it. I hope this review helps you and resolves all questions regarding this great smartphone. Good luck and stay save!']"
"Mobile    [Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67...
Name: 7, dtype: object","[""The phone is not compatible in the US and there is nothing on the listing saying so. It's stated it works with AT&T and it will not work with any US cell companies!!""]"
"Mobile    [Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67...
Name: 7, dtype: object","[""Amazing camera. Insane battery. Huge screen. Unbelievable price. It literally doesn't get better than this""]"
"Mobile    [Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67...
Name: 7, dtype: object","[""So far the phone has been great. I had minor issues to begin with when trying to transfer my SIM from Verizon and it didn't work. I had to get a Straight Talk plan through AT&T at Walmart and I now have two phones - I'm keeping my iPhone 6s Plus as a back up phone until my contract ends. My friend purchased the Note 9 and recommended the Note 9 Pro as it came out afterwards. I can honestly say I like everything about this phone from the look to the technology. I was a Droid guy converted to iPhone and now I'm sold on this phone. The 64MP camera!? Insane picture and video quality! Don't hesitate if you have the right carrier or can afford a second phone.""]"
"Mobile    [Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67...
Name: 7, dtype: object",['This phone is great for man hands. I would not recommend for little hands. It is fast and has awesome features that I actually like better than the Samsung platform. I am not missing anything from Samsung besides bixby which I rarely used anyways. Google assistant works just as good if not better...']
"Mobile    [Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67...
Name: 7, dtype: object","['A great phone. Clear, sharp and my god that battery power and the camera resolution, just amazing. Love it']"
"Mobile    [Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67...
Name: 7, dtype: object","['First of all - the phone is great.\nHowever:\nThe european charger is 4 times larger than the standard one.\nCharger doesn\'t work. At all. The adapter I got is a cheap crap, thrown away to the garbage bin. I have good verified adapter, but charger just not working.\nPhone does not ""understand"" the Samsung fast charge protocol. Even with Samsung smart charger it takes a hell lot of time to fully charge.\nCable (type C) has really bad connectors. If you consider buying this phone - please do not forget to include a good usb type c cable to your order.\nOverall price/quality - excellent phone! But not accessories...']"
